facility_name,odhf_facility_type,latitude,longitude
Groupe De M-decine De Famille Universitaire De Drummondville,Ambulatory health care services,45.87621,-72.482003
Groupe De M-decine De Famille Universitaire Et Clsc De Shawinigan,Ambulatory health care services,46.524381,-72.744222
Groupe De M-decine De Famille Universitaire La Pommeraie,Hospitals,45.19137,-72.753245
Groupe Sant- Medisys,Ambulatory health care services,46.756239,-71.294824
Groupe Solutions M-dic Du Littoral,Ambulatory health care services,48.506112,-68.467015
G-te-ami (le),Nursing and residential care facilities,45.4332045,-75.72618995
Habitat Jeunesse Mascouche,Nursing and residential care facilities,45.747696,-73.602173
Habitations Communautaires Le G-te (les),Nursing and residential care facilities,49.18965,-68.248156
Habitations Jean-pierre Valiquette,Nursing and residential care facilities,45.5359958,-73.5580317
Habitations L'escalier De Montr-al (les),Nursing and residential care facilities,45.4023322,-75.2439282
Hamac (le),Nursing and residential care facilities,46.5540709,-72.7427411
Havre-jeunesse (centre Administratif),Nursing and residential care facilities,45.4602102,-73.5649736
Homewood Du Plateau,Nursing and residential care facilities,45.5178199,-73.5884153
Hopital Chauveau,Hospitals,46.8532103,-71.3700112
Hopital De Chisasibi,Hospitals,53.783754,-78.89149
Huntingdon County Hospital Centre,Nursing and residential care facilities,45.082501,-74.177567
H-vre Jeunesse - Teen Haven,Nursing and residential care facilities,45.4505174,-73.5803083
H-bergement D'urgence Lanaudi-re,Nursing and residential care facilities,46.020614,-73.446624
H-bergement Jeunesse Le Tournant,Nursing and residential care facilities,45.3850067,-75.2490965
H-bergement La Casa Bernard Hubert,Nursing and residential care facilities,45.515863,-73.498653
H-bergement -lot Desjardins,Nursing and residential care facilities,46.806046,-71.182811
H-bergements De L'envol (les),Nursing and residential care facilities,45.5453459,-73.6075832
H-berjeune De Parc Extension,Nursing and residential care facilities,45.528855,-73.6224081
H-pital Anna-laberge,Hospitals,45.3458424,-73.7634013
H-pital Barrie-memorial (l'),Hospitals,45.126498,-74.000058
H-pital Brome-missisquoi-perkins,Hospitals,45.207556,-72.714475
H-pital Catherine Booth,Hospitals,45.464403,-73.635495
H-pital Charles Lemoyne,Hospitals,45.4969984,-73.4859921
H-pital Christ-roi,Hospitals,46.81135599,-71.25837456
H-pital D'alma,Hospitals,48.550809,-71.6647
H-pital De Baie-saint-paul,Hospitals,47.43984,-70.512085
H-pital De Chandler,Hospitals,48.35472,-64.671412
H-pital De Chicoutimi,Hospitals,48.425918,-71.048764
H-pital De Dolbeau-mistassini,Hospitals,48.885975,-72.23912
H-pital De Gasp-,Hospitals,48.8130354,-64.4967751
H-pital De Gatineau,Hospitals,45.493367,-75.691282
H-pital De Granby,Hospitals,45.41103,-72.723085
H-pital De Hull,Hospitals,45.4448557,-75.74604702
H-pital De Jour (pavillon Marcel D'amour) (clinique Externe),Hospitals,45.42507545,-75.74100536
H-pital De Jour G-riatrique,Hospitals,45.493517,-75.676739
H-pital De L'archipel,Hospitals,47.3764321,-61.8678822
H-pital De L'enfant-j-sus,Hospitals,46.83723,-71.226427
H-pital De La Baie,Hospitals,48.344032,-70.883151
H-pital De La Cit- De La Sant-,Hospitals,45.603333,-73.7107385
H-pital De La Malbaie,Hospitals,47.6558189,-70.152255
H-pital De Lachine Du Cusm,Hospitals,45.441059,-73.677263
H-pital De Lasalle,Hospitals,45.4208068,-73.6235347
H-pital De Maniwaki,Hospitals,45.390854,-75.97916
H-pital De Maria,Hospitals,48.169466,-65.993414
H-pital De Matane,Hospitals,48.843559,-67.524394
H-pital De Mattawa Hospital,Hospitals,47.333902,-79.445626
H-pital De Mont-laurier,Hospitals,46.549126,-75.517757
H-pital De Montmagny (h-pital Et Centre De R-adaptation En D-ficience Physique De Montmagny),Hospitals,46.976535,-70.597061
H-pital De Montr-al Pour Enfants Du Cusm,Hospitals,45.47208109,-73.60325961
H-pital De Papineau,Hospitals,45.58853445,-75.41196955
H-pital De Rouyn-noranda,Hospitals,48.243586,-79.019483
H-pital De R-adaptation Lindsay,Hospitals,45.5068804,-73.62967568
H-pital De Saint-eustache,Hospitals,45.5711845,-73.9132858
H-pital De Saint-georges,Hospitals,46.109787,-70.685143
H-pital De Sainte-anne-de-beaupr-,Hospitals,47.04294,-70.899944
H-pital De Sainte-anne-des-monts,Hospitals,49.118935,-66.483001
H-pital De Sept--les,Hospitals,50.20986,-66.383608
H-pital De Soins Psychiatriques De L'est-de-montr-al,Hospitals,45.5889192,-73.5306798
H-pital De Thetford Mines,Hospitals,46.109414,-71.278465
H-pital De Val-d'or,Hospitals,48.0963249,-77.7971324
H-pital De Verdun,Hospitals,45.464106,-73.563672
H-pital Du Centre-de-la-mauricie,Hospitals,46.525784,-72.743663
H-pital Du Christ-roi,Hospitals,46.2306001,-72.6267734
H-pital Du Haut-richelieu,Hospitals,45.3324935,-73.2701875
H-pital Du Pontiac,Hospitals,45.606066,-75.4842
H-pital Du Sacr--coeur-de-montr-al,Hospitals,45.53261595,-73.71415343
H-pital Du Saint-sacrement,Hospitals,46.79931,-71.246122
H-pital Du Suro-t,Hospitals,45.250811,-74.130645
H-pital En Sant- Mentale Et Clsc De Malartic,Hospitals,48.141458,-78.128396
H-pital Et Centre De R-adaptation De Jonqui-re,Hospitals,48.413119,-72.234345
H-pital Et Clsc D'amqui,Hospitals,48.468969,-67.420272
H-pital Et Clsc De T-miscouata-sur-le-lac,Hospitals,47.611888,-68.798841
H-pital Fleurimont,Hospitals,45.447556,-71.870172
H-pital Fleury,Hospitals,45.5717537,-73.6505287
H-pital General De Sorel,Nursing and residential care facilities,46.0461353,-73.1088722
H-pital G-n-ral De Montr-al Du Cusm,Hospitals,45.49709,-73.588735
H-pital G-n-ral Du Lakeshore,Hospitals,45.448734,-73.833357
H-pital G-n-ral Juif (pavillon 4335),Hospitals,45.495899,-73.630671
H-pital G-n-ral Juif Sir Mortimer B. Davis,Hospitals,45.497895,-73.62884
H-pital G-n-ral Juif Sir Mortimer B. Davis (centre Administratif),Hospitals,45.498107,-73.62945935
H-pital Honor--mercier,Hospitals,45.633597,-72.960324
H-pital H-tel-dieu D'amos,Hospitals,48.574766,-78.12549
H-pital H-tel-dieu De Gasp-,Hospitals,48.8138677,-64.498241
H-pital H-tel-dieu De Qu-bec,Hospitals,46.8153,-71.210835
H-pital Jean-talon,Hospitals,45.5460212,-73.60934416
H-pital Jeffery Hale,Hospitals,46.79666529,-71.25326166
H-pital Jeffery Hale - Saint Brigid's,Hospitals,46.796683,-71.25312
H-pital Juif De R-adaptation,Nursing and residential care facilities,45.548509,-73.737525
H-pital Laurentien,Hospitals,46.055237,-74.288742
H-pital Laval,Hospitals,46.7791191,-71.2976016
H-pital Le Royer,Hospitals,49.190848,-68.252538
H-pital Louis-h. Lafontaine,Hospitals,45.5884937,-73.5291412
H-pital Maisonneuve-rosemont,Hospitals,45.573411,-73.558466
H-pital Maisonneuve-rosemont (pavillon Maisonneuve Et Pavillon Marcel-lamoureux),Hospitals,45.573921,-73.559898
H-pital Maisonneuve-rosemont (pavillon Rosemont),Hospitals,45.577485,-73.561804
H-pital Marie Clarac,Hospitals,45.590999,-73.649862
H-pital Marie-clarac Des Soeurs De Charit- De Sainte-marie (1995) Inc. (centre Administratif),Hospitals,45.590614,-73.64884
H-pital Mont-sina-,Hospitals,45.474045,-73.657392
H-pital Mont-sina- (centre Administratif),Hospitals,45.474045,-73.657392
H-pital M-morial De Wakefield (l'),Hospitals,45.64902085,-75.93248465
H-pital Neurologique De Montr-al Du Cusm,Hospitals,45.50917825,-73.58091784
H-pital Notre-dame,Hospitals,45.525845,-73.564308
H-pital Notre-dame-de-fatima,Hospitals,47.3736225,-70.0262725
H-pital Pierre-boucher,Hospitals,45.538096,-73.4581842
H-pital Pierre-janet (20 Pharand),Hospitals,45.4255799,-75.74021944
H-pital Pierre-janet (programme Soutien Dans La Communaut- Sant- Mentale ) (siv-sim),Hospitals,45.439486,-75.743755
H-pital Pierre-janet (r-sidence Corbeil),Hospitals,45.4510319,-75.75084885
H-pital Pierre-janet (r-sidence Laferri-re),Hospitals,45.4735169,-75.6919295
H-pital Pierre-janet (r-sidence Lucien Brault),Hospitals,45.462853,-75.7492665
H-pital Pierre-le Gardeur,Hospitals,45.724464,-73.510817
H-pital Richardson,Hospitals,45.4718828,-73.6461028
H-pital Rivi-re-des-prairies,Hospitals,45.6271766,-73.6147382
H-pital Royal Victoria Du Cusm,Hospitals,45.47208109,-73.60325961
H-pital R-gional De Portneuf,Nursing and residential care facilities,46.8954171,-71.822721
H-pital R-gional De Rimouski,Hospitals,48.446977,-68.530111
H-pital R-gional De Saint-j-r-me,Hospitals,45.76619,-74.000968
H-pital Saint-fran-ois D'assise,Hospitals,46.82757,-71.236309
H-pital Sainte-anne,Nursing and residential care facilities,45.4130011,-73.9488591
H-pital Sainte-croix,Hospitals,45.8800085,-72.4771893
H-pital Santa Cabrini,Hospitals,45.5801356,-73.5714911
H-pital Santa Cabrini (centre Administratif),Hospitals,45.579623,-73.571405
H-pital Shriners Pour Enfants (qu-bec),Hospitals,45.47172,-73.601326
H-pital Shriners Pour Enfants (qu-bec) Inc. (centre Administratif),Hospitals,45.47172,-73.601326
"H-pital, Clsc Et Centre D'h-bergement D'asbestos (ch)",Hospitals,45.772067,-71.926609
"H-pital, Clsc Et Centre D'h-bergement D'asbestos (clsc)",Ambulatory health care services,45.772023,-71.927002
"H-pital, Clsc Et Centre D'h-bergement De Roberval",Hospitals,48.507521,-72.219217
H-pitalier Richelieu,Hospitals,46.0455502,-73.0935195
H-tel-dieu D'arthabaska,Hospitals,46.040472,-71.91665
H-tel-dieu De L-vis,Hospitals,46.4647906,-71.04520941
H-tel-dieu De Montmagny,Hospitals,46.976367,-70.5970718
H-tel-dieu De Roberval,Hospitals,48.5081204,-72.2206395
H-tel-dieu De Saint-j-r-me,Hospitals,45.7658895,-74.0001726
H-tel-dieu De Sherbrooke,Hospitals,45.3994613,-71.87757603
H-tel-dieu De Sorel,Hospitals,46.0463953,-73.0964894
H-tellerie Omer-brazeau (l'),Nursing and residential care facilities,48.447936,-68.529962
H-tellerie Pavillon Marguerite-d'youville,Nursing and residential care facilities,46.778152,-71.294188
H-telleries (les) (fondation Qu-b-coise Du Cancer),Nursing and residential care facilities,45.5255764,-73.5628236
Infirmi-re Sidep,Ambulatory health care services,48.786332,-79.198354
Installation Clsc Murdochville,Hospitals,48.9612895,-65.4937345
Installation Gingras-lindsay-de-montr-al (institut De R-adaptation De Montr-al),Hospitals,45.5098608,-73.6304862
Installation Raymond-dewar,Nursing and residential care facilities,45.539275,-73.5789956
Institut Allan Memorial,Hospitals,45.50613,-73.582145
Institut De Cardiologie De Montr-al,Hospitals,45.57388625,-73.57808252
Institut De Cardiologie De Montr-al (centre Administratif),Hospitals,45.57388625,-73.57808252
Institut De R-adaptation De Montr-al,Nursing and residential care facilities,45.5078433,-73.6282938
Institut National De Phychiatrie L-gale Philippe-pinel,Hospitals,45.655737,-73.533602
Institut National De Psychiatrie L-gale Philippe-pinel (centre Administratif),Hospitals,45.655737,-73.533602
Institut Nazareth Et Louis-braille (point De Service Montr-al - Surdic-cit-),Nursing and residential care facilities,45.5888447,-73.5428993
Institut Nazareth Et Louis-braille (point De Service De Montr-al),Nursing and residential care facilities,45.495106,-73.6239351
Institut Nazareth Et Louis-braille (point De Service Longueuil - Rue D'assigny),Nursing and residential care facilities,45.526824,-73.520538
Institut Nazareth Et Louis-braille (point De Service Longueuil - Rue Saint-charles),Nursing and residential care facilities,45.526096,-73.520058
Institut Nazareth Et Louis-braille (point De Service Saint-jean-sur-richelieu),Nursing and residential care facilities,45.311172,-73.263705
Institut Nazareth Et Louis-braille - Point De Service Laval,Nursing and residential care facilities,45.548509,-73.737525
Institut Philippe Pinel De Montr-al,Hospitals,45.655635,-73.533602
Institut Raymond-dewar,Nursing and residential care facilities,45.548509,-73.737525
Institut Thoracique De Montr-al Du Cusm,Hospitals,45.47208109,-73.60325961
Institut Universitaire De Cardiologie Et De Pneumologie De Qu-bec,Hospitals,46.77904,-71.297706
Institut Universitaire De G-riatrie De Montr-al,Nursing and residential care facilities,45.491178,-73.623335
Institut Universitaire En Sant- Mentale De Qu-bec,Hospitals,46.847203,-71.219773
Institut Universitaire En Sant- Mentale Douglas,Hospitals,45.442071,-73.583983
Institut Universitaire En Sant- Mentale Douglas (centre Administratif),Hospitals,45.442071,-73.583983
Intermed Groupe Sant-,Ambulatory health care services,48.429656,-71.053905
Inuulitsivik Health Centre,Hospitals,60.037752,-77.275694
Irdpq - Services De R-adaptation Aux Adultes Et Aux A-n-s,Nursing and residential care facilities,46.8209,-71.245
Irdpq - Services De R-adaptation Aux Enfants Et Aux Adolescents,Nursing and residential care facilities,46.75954,-71.2855
Jewish Eldercare Centre,Nursing and residential care facilities,45.492871,-73.633826
Jewish General Hospital,Hospitals,45.49785,-73.628719
Jewish Rehabilitation Hospital,Nursing and residential care facilities,45.548623,-73.737591
Jonqui-re-m-dic,Ambulatory health care services,48.414142,-71.254567
Kateri Memorial Hospital Centre,Hospitals,45.41509,-73.683006
L'autre Fabrik,Nursing and residential care facilities,46.062142,-71.966355
L'h-tel-dieu De Qu-bec,Hospitals,46.81553405,-71.21085234
La Futaie,Nursing and residential care facilities,48.4414798,-70.8458093
La Hutte - H-bergement D'urgence,Nursing and residential care facilities,45.699182,-73.655434
La Maison Michel Sarrazin,Nursing and residential care facilities,46.7843857,-71.2605555
Lakeshore General Hospital - Pointe-claire,Hospitals,45.4487003,-73.833265
Le Campus De Lachine Du Cusm,Nursing and residential care facilities,45.440848,-73.6774557
Les Cliniques Premi-re Ligne Inc,Ambulatory health care services,47.838022,-69.539087
Lindsay Rehabilitation Hospital,Nursing and residential care facilities,45.5068674,-73.6294614
Logements Populaires De Val-d'or,Nursing and residential care facilities,48.101008,-77.777933
Maison Adh-mar-dion (la),Nursing and residential care facilities,45.707481,-73.513748
Maison Albatros Trois-rivi-res Inc.,Nursing and residential care facilities,46.3484328,-72.5567576
Maison Alternative De D-veloppement Humain Inc,Nursing and residential care facilities,45.623446,-72.949769
Maison Amiti- De La Haute-gatineau (h-bergement),Nursing and residential care facilities,46.384467,-75.984324
Maison Au Diapason (la),Nursing and residential care facilities,45.302319,-72.699239
Maison Aube-lumi-re (la),Nursing and residential care facilities,45.449071,-71.871555
Maison Carignan Inc. (la),Nursing and residential care facilities,46.363921,-72.630136
Maison Claudie Richer Foyer De Groupe - Mont-laurier,Nursing and residential care facilities,46.548773,-75.491886
Maison D'accueil Le Joins-toi (granby),Nursing and residential care facilities,45.404885,-72.736055
Maison D'accueil Stevens Inc.,Nursing and residential care facilities,45.00908184,-72.09831858
Maison D'hebergement Jeunesse La Parenth-se,Nursing and residential care facilities,45.752175,-73.977282
Maison D'h-bergement - Arche Mauricie Inc. (administration),Nursing and residential care facilities,46.348885,-72.538483
Maison D'h-bergement - Autonomie Jeunesse (trois-rivi-res),Nursing and residential care facilities,46.353716,-72.572686
Maison D'h-bergement - Chrysalide (la) (b-cancour),Nursing and residential care facilities,46.34297,-72.436911
Maison D'h-bergement - Domaine Morand,Nursing and residential care facilities,46.242101,-71.736049
Maison D'h-bergement - Ensoleilvent Inc.,Nursing and residential care facilities,45.880345,-72.48092
Maison D'h-bergement - Famille D'accueil Pauline C-t-,Nursing and residential care facilities,46.068762,-72.8101179
Maison D'h-bergement - La Maison Le Phare (maison Ross),Nursing and residential care facilities,46.3890701,-72.752797
Maison D'h-bergement - Maison Habit-action De Drummondville Inc.,Nursing and residential care facilities,45.876126,-72.476651
Maison D'h-bergement - Maison La Cath-drale,Nursing and residential care facilities,46.344852,-72.546638
Maison D'h-bergement - Maison Radisson Inc.,Nursing and residential care facilities,46.346381,-72.544119
Maison D'h-bergement - Maison Raymond Roy,Nursing and residential care facilities,46.062513,-71.965446
Maison D'h-bergement - Maison Re-n- Inc. (trois-rivi-res),Nursing and residential care facilities,46.347817,-72.56802
Maison D'h-bergement - Pavillon Jacques Lefran-ois,Nursing and residential care facilities,46.279204,-72.986125
